Cohort,Feature Index,Feature Name,Tier,Normalized Importance
Asian,135,Other_Diagnosis_Code_5_ICD_10_C_M_ICD_Group_Z79_01,Micro,0.048912548
Asian,136,Other_Diagnosis_Code_5_ICD_10_C_M_ICD_Group_Z91_81,Micro,0.054355398
Asian,137,Other_Diagnosis_Code_5_ICD_10_C_M_ICD_Group_Z99_81,Micro,0.027039483
Asian,138,Submitted_HIPPS_Code_1AFKS,Macro,0.043210115
Asian,139,Submitted_HIPPS_Code_1AGKS,Macro,0.02903231
Asian,140,Submitted_HIPPS_Code_1AHKS,Macro,0.021195395
Asian,141,Submitted_HIPPS_Code_1BGKS,Macro,0.07229045
Asian,142,Submitted_HIPPS_Code_1BGMS,Macro,0.06493455
Asian,143,Submitted_HIPPS_Code_1BGPS,Macro,0.03789846
Asian,144,Submitted_HIPPS_Code_1BHKS,Macro,0.027857644
Asian,145,Submitted_HIPPS_Code_1BHMS,Macro,0.030226002
Asian,146,Submitted_HIPPS_Code_1BHNS,Macro,0.051290054
Asian,147,Submitted_HIPPS_Code_1BHPS,Macro,0.05610297
Asian,148,Submitted_HIPPS_Code_1CGKS,Macro,0.045536887
Asian,149,Submitted_HIPPS_Code_1CGKT,Macro,0.027017746
Asian,150,Submitted_HIPPS_Code_1CGMS,Macro,0.04117536
Asian,151,Submitted_HIPPS_Code_1CGPS,Macro,0.065111935
Asian,152,Submitted_HIPPS_Code_1CHKS,Macro,0.04305723
Asian,153,Submitted_HIPPS_Code_1CHKT,Macro,0.034970704
Asian,154,Submitted_HIPPS_Code_1CHKU,Macro,0.021824364
Asian,155,Submitted_HIPPS_Code_1CHMS,Macro,0.02637261
Asian,156,Submitted_HIPPS_Code_1CHNS,Macro,0.040132668
Asian,157,Submitted_HIPPS_Code_1CHPS,Macro,0.02139369
Asian,158,Submitted_HIPPS_Code_1CHPT,Macro,0.01033608
Asian,159,Submitted_HIPPS_Code_2AFKS,Macro,0.031399406
Asian,160,Submitted_HIPPS_Code_2AFLS,Macro,0.027226692
Asian,161,Submitted_HIPPS_Code_2BFKS,Macro,0.038438156
Asian,162,Submitted_HIPPS_Code_2BFLS,Macro,0.0492676
Asian,163,Submitted_HIPPS_Code_2BFMS,Macro,0.05406212
Asian,164,Submitted_HIPPS_Code_2BGLS,Macro,0.028599508
Asian,165,Submitted_HIPPS_Code_5AGKS,Macro,0.014258652
Asian,166,Submitted_HIPPS_Code_5AHKS,Macro,0.015462656
Asian,167,Submitted_HIPPS_Code_5BHKS,Macro,0.034293372
Asian,168,Gender_Female,Micro,0.047206804
Asian,169,Gender_Male,Micro,0.019767778
Asian,170,ByDiscipline_PT,Micro,0.039295048
Asian,171,ByDiscipline_RN,Micro,0.04613245
Asian,172,Agency_Medicare_Number_453157,Macro,0.055629697
Asian,173,Agency_Medicare_Number_457741,Macro,0.046506092
Asian,174,Agency_Medicare_Number_678191,Macro,0.008446371
Asian,175,Agency_Medicare_Number_679044,Macro,0.023178298
Asian,176,BMI_Category_Normal_weight,Micro,0.040198896
Asian,177,BMI_Category_Obese_Class1,Micro,0.023007065
Asian,178,BMI_Category_Obese_Class2,Micro,0.0072411573
Asian,179,BMI_Category_Obese_Class3,Micro,0.021932611
Asian,180,BMI_Category_Overweight,Micro,0.017603623
Asian,181,BMI_Category_Underweight,Micro,0.06404203
Asian,182,COUNTY_NAME_Bell,Meso,0.02842324
Asian,183,COUNTY_NAME_Bexar,Meso,0.026266782
Asian,184,COUNTY_NAME_Brazoria,Meso,0.06508395
Asian,185,COUNTY_NAME_Cameron,Meso,0.02302338
Asian,186,COUNTY_NAME_Collin,Meso,0.09023731
Asian,187,COUNTY_NAME_Dallas,Meso,0.049103968
Asian,188,COUNTY_NAME_Denton,Meso,0.099561825
Asian,189,COUNTY_NAME_El_Paso,Meso,0.022204008
Asian,190,COUNTY_NAME_Fort_Bend,Meso,0.15439466
Asian,191,COUNTY_NAME_Galveston,Meso,0.024811037
Asian,192,COUNTY_NAME_Harris,Meso,0.037580006
Asian,193,COUNTY_NAME_Hidalgo,Meso,0.022667648
Asian,194,COUNTY_NAME_Jefferson,Meso,0.03781045
Asian,195,COUNTY_NAME_Lubbock,Meso,0.014558903
Asian,196,COUNTY_NAME_McLennan,Meso,0.015320615
Asian,197,COUNTY_NAME_Montgomery,Meso,0.021931885
Asian,198,COUNTY_NAME_Nueces,Meso,0.02986814
Asian,199,COUNTY_NAME_Smith,Meso,0.012104082
Asian,200,COUNTY_NAME_Tarrant,Meso,0.024835048
Asian,201,COUNTY_NAME_Travis,Meso,0.061042335
Asian,202,COUNTY_NAME_Williamson,Meso,0.048482556
Black_or_African_American,0,Age,Micro,0.11582423
Black_or_African_American,1,Asian,Micro,0.060208023
Black_or_African_American,2,Black_or_African_American,Micro,1.0
Black_or_African_American,3,Hispanic_or_Latino,Micro,0.0
Black_or_African_American,4,White,Micro,0.15219182
Black_or_African_American,5,Days_Cared_For,Micro,0.14322986
Black_or_African_American,6,BMI,Micro,0.15505712
Black_or_African_American,7,POP_URB,Meso,0.11891231
Black_or_African_American,8,POPPCT_URB,Meso,0.080341995
Black_or_African_American,9,POP_RUR,Meso,0.045009032
Black_or_African_American,10,POPPCT_RUR,Meso,0.05726964
Black_or_African_American,11,ACS_PCT_BACHELOR_DGR,Meso,0.10093153
Black_or_African_American,12,ACS_PCT_COLLEGE_ASSOCIATE_DGR,Meso,0.04734792
Black_or_African_American,13,ACS_PCT_GRADUATE_DGR,Meso,0.10415956
Black_or_African_American,14,ACS_PCT_HS_GRADUATE,Meso,0.15221891
Black_or_African_American,15,ACS_PCT_LT_HS,Meso,0.08224287
Black_or_African_American,16,ACS_PCT_NO_WORK_NO_SCHL_16_19,Meso,0.123398624
Black_or_African_American,17,ACS_PCT_POSTHS_ED,Meso,0.04571536
Black_or_African_American,18,ACS_PCT_VET_BACHELOR,Meso,0.06470677
Black_or_African_American,19,ACS_PCT_VET_COLLEGE,Meso,0.10623657
Black_or_African_American,20,ACS_PCT_VET_HS,Meso,0.08856564
Black_or_African_American,21,ACS_PCT_HH_LIMIT_ENGLISH,Meso,0.029915767
Black_or_African_American,22,ACS_PCT_HH_BROADBAND,Meso,0.095983446
Black_or_African_American,23,ACS_PCT_HH_BROADBAND_ONLY,Meso,0.14701116
Black_or_African_American,24,ACS_PCT_HH_CELLULAR,Meso,0.07733298
Black_or_African_American,25,ACS_PCT_HH_CELLULAR_ONLY,Meso,0.15339968
Black_or_African_American,26,ACS_PCT_HH_DIAL_INTERNET_ONLY,Meso,0.074879706
Black_or_African_American,27,ACS_PCT_HH_INTERNET,Meso,0.09543682
Black_or_African_American,28,ACS_PCT_HH_INTERNET_NO_SUBS,Meso,0.049439367
Black_or_African_American,29,ACS_PCT_HH_NO_COMP_DEV,Meso,0.06661386
Black_or_African_American,30,ACS_PCT_HH_NO_INTERNET,Meso,0.07160393
Black_or_African_American,31,ACS_PCT_HH_OTHER_COMP,Meso,0.19548056
Black_or_African_American,32,ACS_PCT_HH_PC,Meso,0.092832945
Black_or_African_American,33,ACS_PCT_HH_PC_ONLY,Meso,0.058588568
Black_or_African_American,34,ACS_PCT_HH_SAT_INTERNET,Meso,0.09596434
Black_or_African_American,35,ACS_PCT_HH_SMARTPHONE,Meso,0.097761266
Black_or_African_American,36,ACS_PCT_HH_SMARTPHONE_ONLY,Meso,0.09185341
Black_or_African_American,37,ACS_PCT_HH_TABLET,Meso,0.09423983
Black_or_African_American,38,ACS_PCT_HH_TABLET_ONLY,Meso,0.08563726
Black_or_African_American,39,ACS_PCT_CHILDREN_GRANDPARENT,Meso,0.09227632
Black_or_African_American,40,ACS_PCT_CHILD_1FAM,Meso,0.11486646
Black_or_African_American,41,ACS_PCT_GRANDP_NO_RESPS,Meso,0.083188646
Black_or_African_American,42,ACS_PCT_GRANDP_RESPS_NO_P,Meso,0.11766646
Black_or_African_American,43,ACS_PCT_GRANDP_RESPS_P,Meso,0.11759139
Black_or_African_American,44,ACS_PCT_HH_1PERS,Meso,0.10667791
Black_or_African_American,45,ACS_PCT_HH_ABOVE65,Meso,0.16448863
Black_or_African_American,46,ACS_PCT_HH_ALONE_ABOVE65,Meso,0.07679613
Black_or_African_American,47,ACS_TOT_GRANDCHILDREN_GP,Meso,0.1367063
Black_or_African_American,48,ACS_PCT_HEALTH_INC_138_199,Meso,0.041186403
Black_or_African_American,49,ACS_PCT_HEALTH_INC_200_399,Meso,0.044545695
Black_or_African_American,50,ACS_PCT_HEALTH_INC_ABOVE400,Meso,0.103913896
Black_or_African_American,51,ACS_PCT_HEALTH_INC_BELOW137,Meso,0.04718666
Black_or_African_American,52,ACS_PCT_HH_1FAM_FOOD_STMP,Meso,0.045187168
Black_or_African_American,53,ACS_PCT_HH_FOOD_STMP_BLW_POV,Meso,0.04627487
Black_or_African_American,54,ACS_PCT_HH_NO_FD_STMP_BLW_POV,Meso,0.03189638
Black_or_African_American,55,ACS_PCT_HH_PUB_ASSIST,Meso,0.093312494
Black_or_African_American,56,ACS_PCT_INC50,Meso,0.108013056
Black_or_African_American,57,ACS_PCT_INC50_ABOVE65,Meso,0.06049233
Black_or_African_American,58,ACS_PCT_NONVET_POV_18_64,Meso,0.022548826
Black_or_African_American,59,ACS_PCT_PERSON_INC_100_124,Meso,0.06273082
Black_or_African_American,60,ACS_PCT_PERSON_INC_125_199,Meso,0.121265195
Black_or_African_American,61,ACS_PCT_PERSON_INC_ABOVE200,Meso,0.06295472
Black_or_African_American,62,ACS_PCT_PERSON_INC_BELOW99,Meso,0.05047865
Black_or_African_American,63,ACS_PCT_POV_AIAN,Meso,0.1151832
Black_or_African_American,64,ACS_PCT_POV_ASIAN,Meso,0.09996977
Black_or_African_American,65,ACS_PCT_POV_BLACK,Meso,0.12918188
Black_or_African_American,66,ACS_PCT_POV_HISPANIC,Meso,0.081203364
Black_or_African_American,67,ACS_PCT_POV_MULTI,Meso,0.11880503
Black_or_African_American,68,ACS_PCT_POV_NHPI,Meso,0.13747971
Black_or_African_American,69,ACS_PCT_POV_OTHER,Meso,0.05867253
Black_or_African_American,70,ACS_PCT_POV_WHITE,Meso,0.1205602
Black_or_African_American,71,ACS_PCT_VET_POV_18_64,Meso,0.12850842
Black_or_African_American,72,ACS_TOT_POP_POV,Meso,0.10363825
Black_or_African_American,73,Primary_Diagnosis_ICD_10_C_M_Code_ICD_Group_E11_621,Micro,0.23879594
Black_or_African_American,74,Primary_Diagnosis_ICD_10_C_M_Code_ICD_Group_I50_22,Micro,0.18844612
Black_or_African_American,75,Primary_Diagnosis_ICD_10_C_M_Code_ICD_Group_I69_351,Micro,0.19485329
Black_or_African_American,76,Primary_Diagnosis_ICD_10_C_M_Code_ICD_Group_L03_115,Micro,0.21568294
Black_or_African_American,77,Primary_Diagnosis_ICD_10_C_M_Code_ICD_Group_M25_561,Micro,0.13330258
Black_or_African_American,78,Primary_Diagnosis_ICD_10_C_M_Code_ICD_Group_S72_001D,Micro,0.054948524
Black_or_African_American,79,Primary_Diagnosis_ICD_10_C_M_Code_ICD_Group_T81_4XXD,Micro,0.20700929
Black_or_African_American,80,Primary_Diagnosis_ICD_10_C_M_Code_ICD_Group_Z47_1,Micro,0.0982688
Black_or_African_American,81,Primary_Diagnosis_ICD_10_C_M_Code_ICD_Group_Z48_812,Micro,0.1075646
Black_or_African_American,82,Other_Diagnosis_Code_1_ICD_10_C_M_ICD_Group_I10,Micro,0.14526178
Black_or_African_American,83,Other_Diagnosis_Code_1_ICD_10_C_M_ICD_Group_I69_351,Micro,0.11769778
Black_or_African_American,84,Other_Diagnosis_Code_1_ICD_10_C_M_ICD_Group_L03_116,Micro,0.16007029
Black_or_African_American,85,Other_Diagnosis_Code_1_ICD_10_C_M_ICD_Group_S22_42XD,Micro,0.04297089
Black_or_African_American,86,Other_Diagnosis_Code_1_ICD_10_C_M_ICD_Group_Z96_651,Micro,0.15057969
Black_or_African_American,87,Other_Diagnosis_Code_2_ICD_10_C_M_ICD_Group_B96_20,Micro,0.16362637
Black_or_African_American,88,Other_Diagnosis_Code_2_ICD_10_C_M_ICD_Group_E11_22,Micro,0.16223104
Black_or_African_American,89,Other_Diagnosis_Code_2_ICD_10_C_M_ICD_Group_F03_90,Micro,0.16551836
Black_or_African_American,90,Other_Diagnosis_Code_2_ICD_10_C_M_ICD_Group_I10,Micro,0.15043487
Black_or_African_American,91,Other_Diagnosis_Code_2_ICD_10_C_M_ICD_Group_I25_10,Micro,0.22093022
Black_or_African_American,92,Other_Diagnosis_Code_2_ICD_10_C_M_ICD_Group_I48_91,Micro,0.081011236
Black_or_African_American,93,Other_Diagnosis_Code_2_ICD_10_C_M_ICD_Group_I50_32,Micro,0.12105752
Black_or_African_American,94,Other_Diagnosis_Code_2_ICD_10_C_M_ICD_Group_I50_9,Micro,0.11273814
Black_or_African_American,95,Other_Diagnosis_Code_2_ICD_10_C_M_ICD_Group_I69_354,Micro,0.23655346
Black_or_African_American,96,Other_Diagnosis_Code_2_ICD_10_C_M_ICD_Group_M19_90,Micro,0.1390092
Black_or_African_American,97,Other_Diagnosis_Code_2_ICD_10_C_M_ICD_Group_M25_561,Micro,0.16511545
Black_or_African_American,98,Other_Diagnosis_Code_2_ICD_10_C_M_ICD_Group_M48_06,Micro,0.092239894
Black_or_African_American,99,Other_Diagnosis_Code_2_ICD_10_C_M_ICD_Group_M62_81,Micro,0.07974828
Black_or_African_American,100,Other_Diagnosis_Code_2_ICD_10_C_M_ICD_Group_R26_89,Micro,0.16469254
Black_or_African_American,101,Other_Diagnosis_Code_2_ICD_10_C_M_ICD_Group_Z79_82,Micro,0.140122
Black_or_African_American,102,Other_Diagnosis_Code_3_ICD_10_C_M_ICD_Group_E11_22,Micro,0.115077026
Black_or_African_American,103,Other_Diagnosis_Code_3_ICD_10_C_M_ICD_Group_I10,Micro,0.09989958
Black_or_African_American,104,Other_Diagnosis_Code_3_ICD_10_C_M_ICD_Group_I25_10,Micro,0.13831842
Black_or_African_American,105,Other_Diagnosis_Code_3_ICD_10_C_M_ICD_Group_I48_91,Micro,0.19339088
Black_or_African_American,106,Other_Diagnosis_Code_3_ICD_10_C_M_ICD_Group_I50_32,Micro,0.1833823
Black_or_African_American,107,Other_Diagnosis_Code_3_ICD_10_C_M_ICD_Group_I50_9,Micro,0.09046829
Black_or_African_American,108,Other_Diagnosis_Code_3_ICD_10_C_M_ICD_Group_I69_354,Micro,0.1527329
Black_or_African_American,109,Other_Diagnosis_Code_3_ICD_10_C_M_ICD_Group_M62_81,Micro,0.13192345
Black_or_African_American,110,Other_Diagnosis_Code_3_ICD_10_C_M_ICD_Group_R26_89,Micro,0.16588396
Black_or_African_American,111,Other_Diagnosis_Code_3_ICD_10_C_M_ICD_Group_Z79_01,Micro,0.16493997
Black_or_African_American,112,Other_Diagnosis_Code_3_ICD_10_C_M_ICD_Group_Z91_81,Micro,0.14466028
Black_or_African_American,113,Other_Diagnosis_Code_4_ICD_10_C_M_ICD_Group_E11_22,Micro,0.12387417
Black_or_African_American,114,Other_Diagnosis_Code_4_ICD_10_C_M_ICD_Group_F03_90,Micro,0.12725101
Black_or_African_American,115,Other_Diagnosis_Code_4_ICD_10_C_M_ICD_Group_G47_33,Micro,0.12104663
Black_or_African_American,116,Other_Diagnosis_Code_4_ICD_10_C_M_ICD_Group_I10,Micro,0.13608037
Black_or_African_American,117,Other_Diagnosis_Code_4_ICD_10_C_M_ICD_Group_I25_10,Micro,0.11303511
Black_or_African_American,118,Other_Diagnosis_Code_4_ICD_10_C_M_ICD_Group_I50_32,Micro,0.15372841
Black_or_African_American,119,Other_Diagnosis_Code_4_ICD_10_C_M_ICD_Group_K59_00,Micro,0.17633855
Black_or_African_American,120,Other_Diagnosis_Code_4_ICD_10_C_M_ICD_Group_M62_81,Micro,0.24576151
Black_or_African_American,121,Other_Diagnosis_Code_4_ICD_10_C_M_ICD_Group_R26_89,Micro,0.1641981
Black_or_African_American,122,Other_Diagnosis_Code_4_ICD_10_C_M_ICD_Group_Z48_01,Micro,0.2556164
Black_or_African_American,123,Other_Diagnosis_Code_4_ICD_10_C_M_ICD_Group_Z79_01,Micro,0.10978843
Black_or_African_American,124,Other_Diagnosis_Code_4_ICD_10_C_M_ICD_Group_Z87_891,Micro,0.109037235
Black_or_African_American,125,Other_Diagnosis_Code_4_ICD_10_C_M_ICD_Group_Z91_81,Micro,0.13703191
Black_or_African_American,126,Other_Diagnosis_Code_5_ICD_10_C_M_ICD_Group_E11_22,Micro,0.23502441
Black_or_African_American,127,Other_Diagnosis_Code_5_ICD_10_C_M_ICD_Group_E66_01,Micro,0.16625668
Black_or_African_American,128,Other_Diagnosis_Code_5_ICD_10_C_M_ICD_Group_F03_90,Micro,0.158587
Black_or_African_American,129,Other_Diagnosis_Code_5_ICD_10_C_M_ICD_Group_G47_33,Micro,0.13141881
Black_or_African_American,130,Other_Diagnosis_Code_5_ICD_10_C_M_ICD_Group_I10,Micro,0.08282304
Black_or_African_American,131,Other_Diagnosis_Code_5_ICD_10_C_M_ICD_Group_I25_10,Micro,0.07513003
Black_or_African_American,132,Other_Diagnosis_Code_5_ICD_10_C_M_ICD_Group_M54_5,Micro,0.14003181
Black_or_African_American,133,Other_Diagnosis_Code_5_ICD_10_C_M_ICD_Group_M62_81,Micro,0.21735236
Black_or_African_American,134,Other_Diagnosis_Code_5_ICD_10_C_M_ICD_Group_Z48_00,Micro,0.10208898
Black_or_African_American,135,Other_Diagnosis_Code_5_ICD_10_C_M_ICD_Group_Z79_01,Micro,0.14280117
Black_or_African_American,136,Other_Diagnosis_Code_5_ICD_10_C_M_ICD_Group_Z91_81,Micro,0.15255874
Black_or_African_American,137,Other_Diagnosis_Code_5_ICD_10_C_M_ICD_Group_Z99_81,Micro,0.14541459
Black_or_African_American,138,Submitted_HIPPS_Code_1AFKS,Macro,0.24256748
Black_or_African_American,139,Submitted_HIPPS_Code_1AGKS,Macro,0.11476029
Black_or_African_American,140,Submitted_HIPPS_Code_1AHKS,Macro,0.12360519
Black_or_African_American,141,Submitted_HIPPS_Code_1BGKS,Macro,0.2158664
Black_or_African_American,142,Submitted_HIPPS_Code_1BGMS,Macro,0.21731816
Black_or_African_American,143,Submitted_HIPPS_Code_1BGPS,Macro,0.13118914
Black_or_African_American,144,Submitted_HIPPS_Code_1BHKS,Macro,0.10816498
Black_or_African_American,145,Submitted_HIPPS_Code_1BHMS,Macro,0.11383028
Black_or_African_American,146,Submitted_HIPPS_Code_1BHNS,Macro,0.19213681
Black_or_African_American,147,Submitted_HIPPS_Code_1BHPS,Macro,0.19661868
Black_or_African_American,148,Submitted_HIPPS_Code_1CGKS,Macro,0.20758413
Black_or_African_American,149,Submitted_HIPPS_Code_1CGKT,Macro,0.121365145
Black_or_African_American,150,Submitted_HIPPS_Code_1CGMS,Macro,0.11887611
Black_or_African_American,151,Submitted_HIPPS_Code_1CGPS,Macro,0.20540161
Black_or_African_American,152,Submitted_HIPPS_Code_1CHKS,Macro,0.1944326
Black_or_African_American,153,Submitted_HIPPS_Code_1CHKT,Macro,0.19819082
Black_or_African_American,154,Submitted_HIPPS_Code_1CHKU,Macro,0.11143365
Black_or_African_American,155,Submitted_HIPPS_Code_1CHMS,Macro,0.12125275
Black_or_African_American,156,Submitted_HIPPS_Code_1CHNS,Macro,0.12064371
Black_or_African_American,157,Submitted_HIPPS_Code_1CHPS,Macro,0.08393118
Black_or_African_American,158,Submitted_HIPPS_Code_1CHPT,Macro,0.06760361
Black_or_African_American,159,Submitted_HIPPS_Code_2AFKS,Macro,0.09828679
Black_or_African_American,160,Submitted_HIPPS_Code_2AFLS,Macro,0.10240306
Black_or_African_American,161,Submitted_HIPPS_Code_2BFKS,Macro,0.15478435
Black_or_African_American,162,Submitted_HIPPS_Code_2BFLS,Macro,0.17541233
Black_or_African_American,163,Submitted_HIPPS_Code_2BFMS,Macro,0.1684192
Black_or_African_American,164,Submitted_HIPPS_Code_2BGLS,Macro,0.12854551
Black_or_African_American,165,Submitted_HIPPS_Code_5AGKS,Macro,0.06578115
Black_or_African_American,166,Submitted_HIPPS_Code_5AHKS,Macro,0.0714751
Black_or_African_American,167,Submitted_HIPPS_Code_5BHKS,Macro,0.1649142
Black_or_African_American,168,Gender_Female,Micro,0.20934862
Black_or_African_American,169,Gender_Male,Micro,0.095354185
Black_or_African_American,170,ByDiscipline_PT,Micro,0.15038556
Black_or_African_American,171,ByDiscipline_RN,Micro,0.16992693
Black_or_African_American,172,Agency_Medicare_Number_453157,Macro,0.23797323
Black_or_African_American,173,Agency_Medicare_Number_457741,Macro,0.1866403
Black_or_African_American,174,Agency_Medicare_Number_678191,Macro,0.029286288
Black_or_African_American,175,Agency_Medicare_Number_679044,Macro,0.09366632
Black_or_African_American,176,BMI_Category_Normal_weight,Micro,0.14815818
Black_or_African_American,177,BMI_Category_Obese_Class1,Micro,0.12034674
Black_or_African_American,178,BMI_Category_Obese_Class2,Micro,0.11363349
Black_or_African_American,179,BMI_Category_Obese_Class3,Micro,0.28192076
Black_or_African_American,180,BMI_Category_Overweight,Micro,0.07845223
Black_or_African_American,181,BMI_Category_Underweight,Micro,0.15904233
Black_or_African_American,182,COUNTY_NAME_Bell,Meso,0.15063922
Black_or_African_American,183,COUNTY_NAME_Bexar,Meso,0.111461855
Black_or_African_American,184,COUNTY_NAME_Brazoria,Meso,0.20132533
Black_or_African_American,185,COUNTY_NAME_Cameron,Meso,0.058641434
Black_or_African_American,186,COUNTY_NAME_Collin,Meso,0.09564316
Black_or_African_American,187,COUNTY_NAME_Dallas,Meso,0.24715686
Black_or_African_American,188,COUNTY_NAME_Denton,Meso,0.13923043
Black_or_African_American,189,COUNTY_NAME_El_Paso,Meso,0.08809786
Black_or_African_American,190,COUNTY_NAME_Fort_Bend,Meso,0.27254343
Black_or_African_American,191,COUNTY_NAME_Galveston,Meso,0.20440431
Black_or_African_American,192,COUNTY_NAME_Harris,Meso,0.15808368
Black_or_African_American,193,COUNTY_NAME_Hidalgo,Meso,0.09297043
Black_or_African_American,194,COUNTY_NAME_Jefferson,Meso,0.3888863
Black_or_African_American,195,COUNTY_NAME_Lubbock,Meso,0.097279936
Black_or_African_American,196,COUNTY_NAME_McLennan,Meso,0.16904113
Black_or_African_American,197,COUNTY_NAME_Montgomery,Meso,0.051960833
Black_or_African_American,198,COUNTY_NAME_Nueces,Meso,0.14219257
Black_or_African_American,199,COUNTY_NAME_Smith,Meso,0.1695933
Black_or_African_American,200,COUNTY_NAME_Tarrant,Meso,0.12596829
Black_or_African_American,201,COUNTY_NAME_Travis,Meso,0.21220636
Black_or_African_American,202,COUNTY_NAME_Williamson,Meso,0.11920706
Hispanic_or_Latino,0,Age,Micro,0.13558196
Hispanic_or_Latino,1,Asian,Micro,0.08038909
Hispanic_or_Latino,2,Black_or_African_American,Micro,0.0
Hispanic_or_Latino,3,Hispanic_or_Latino,Micro,0.23437893
Hispanic_or_Latino,4,White,Micro,0.24840161
Hispanic_or_Latino,5,Days_Cared_For,Micro,0.17666183
Hispanic_or_Latino,6,BMI,Micro,0.13548738
Hispanic_or_Latino,7,POP_URB,Meso,0.091200195
Hispanic_or_Latino,8,POPPCT_URB,Meso,0.084041804
Hispanic_or_Latino,9,POP_RUR,Meso,0.11404425
Hispanic_or_Latino,10,POPPCT_RUR,Meso,0.04972584
Hispanic_or_Latino,11,ACS_PCT_BACHELOR_DGR,Meso,0.14351311
Hispanic_or_Latino,12,ACS_PCT_COLLEGE_ASSOCIATE_DGR,Meso,0.09967164
Hispanic_or_Latino,13,ACS_PCT_GRADUATE_DGR,Meso,0.24757363
Hispanic_or_Latino,14,ACS_PCT_HS_GRADUATE,Meso,0.16944517
Hispanic_or_Latino,15,ACS_PCT_LT_HS,Meso,0.7016462
Hispanic_or_Latino,16,ACS_PCT_NO_WORK_NO_SCHL_16_19,Meso,0.21324088
Hispanic_or_Latino,17,ACS_PCT_POSTHS_ED,Meso,0.09272712
Hispanic_or_Latino,18,ACS_PCT_VET_BACHELOR,Meso,0.09922165
Hispanic_or_Latino,19,ACS_PCT_VET_COLLEGE,Meso,0.20200846
Hispanic_or_Latino,20,ACS_PCT_VET_HS,Meso,0.18025385
Hispanic_or_Latino,21,ACS_PCT_HH_LIMIT_ENGLISH,Meso,0.34041423
Hispanic_or_Latino,22,ACS_PCT_HH_BROADBAND,Meso,0.11707003
Hispanic_or_Latino,23,ACS_PCT_HH_BROADBAND_ONLY,Meso,0.37837344
Hispanic_or_Latino,24,ACS_PCT_HH_CELLULAR,Meso,0.28089747
Hispanic_or_Latino,25,ACS_PCT_HH_CELLULAR_ONLY,Meso,0.15349989
Hispanic_or_Latino,26,ACS_PCT_HH_DIAL_INTERNET_ONLY,Meso,0.09269997
Hispanic_or_Latino,27,ACS_PCT_HH_INTERNET,Meso,0.33081764
Hispanic_or_Latino,28,ACS_PCT_HH_INTERNET_NO_SUBS,Meso,0.46134597
Hispanic_or_Latino,29,ACS_PCT_HH_NO_COMP_DEV,Meso,0.24279974
Hispanic_or_Latino,30,ACS_PCT_HH_NO_INTERNET,Meso,0.22355653
Hispanic_or_Latino,31,ACS_PCT_HH_OTHER_COMP,Meso,0.2098783
Hispanic_or_Latino,32,ACS_PCT_HH_PC,Meso,0.34880453
Hispanic_or_Latino,33,ACS_PCT_HH_PC_ONLY,Meso,0.2018605
Hispanic_or_Latino,34,ACS_PCT_HH_SAT_INTERNET,Meso,0.11821774
Hispanic_or_Latino,35,ACS_PCT_HH_SMARTPHONE,Meso,0.18575443
Hispanic_or_Latino,36,ACS_PCT_HH_SMARTPHONE_ONLY,Meso,0.17376755
Hispanic_or_Latino,37,ACS_PCT_HH_TABLET,Meso,0.15715048
Hispanic_or_Latino,38,ACS_PCT_HH_TABLET_ONLY,Meso,0.10605086
Hispanic_or_Latino,39,ACS_PCT_CHILDREN_GRANDPARENT,Meso,0.2627666
Hispanic_or_Latino,40,ACS_PCT_CHILD_1FAM,Meso,0.2464784
Hispanic_or_Latino,41,ACS_PCT_GRANDP_NO_RESPS,Meso,0.2709476
Hispanic_or_Latino,42,ACS_PCT_GRANDP_RESPS_NO_P,Meso,0.17081895
Hispanic_or_Latino,43,ACS_PCT_GRANDP_RESPS_P,Meso,0.21309261
Hispanic_or_Latino,44,ACS_PCT_HH_1PERS,Meso,0.20605992
Hispanic_or_Latino,45,ACS_PCT_HH_ABOVE65,Meso,0.19681753
Hispanic_or_Latino,46,ACS_PCT_HH_ALONE_ABOVE65,Meso,0.10984849
Hispanic_or_Latino,47,ACS_TOT_GRANDCHILDREN_GP,Meso,0.2962149
Hispanic_or_Latino,48,ACS_PCT_HEALTH_INC_138_199,Meso,0.088839486
Hispanic_or_Latino,49,ACS_PCT_HEALTH_INC_200_399,Meso,0.07999889
Hispanic_or_Latino,50,ACS_PCT_HEALTH_INC_ABOVE400,Meso,0.20578931
Hispanic_or_Latino,51,ACS_PCT_HEALTH_INC_BELOW137,Meso,0.20974894
Hispanic_or_Latino,52,ACS_PCT_HH_1FAM_FOOD_STMP,Meso,0.37349766
Hispanic_or_Latino,53,ACS_PCT_HH_FOOD_STMP_BLW_POV,Meso,0.45923847
Hispanic_or_Latino,54,ACS_PCT_HH_NO_FD_STMP_BLW_POV,Meso,0.07277308
Hispanic_or_Latino,55,ACS_PCT_HH_PUB_ASSIST,Meso,0.4438295
Hispanic_or_Latino,56,ACS_PCT_INC50,Meso,0.35296032
Hispanic_or_Latino,57,ACS_PCT_INC50_ABOVE65,Meso,0.18757911
Hispanic_or_Latino,58,ACS_PCT_NONVET_POV_18_64,Meso,0.20628965
Hispanic_or_Latino,59,ACS_PCT_PERSON_INC_100_124,Meso,0.19993758
Hispanic_or_Latino,60,ACS_PCT_PERSON_INC_125_199,Meso,0.2842448
